stream,n,display,arabic,count,firstSurah,firstVerse
surface,3,استطعتم من دون,استطعتم من دون,2,10,38
surface,3,استغفروا ربكم ثم,استغفروا ربكم ثم,2,11,3
surface,3,استكبروا إنا كنا,استكبروا إنا كنا,2,14,21
surface,3,استكبروا من قومه,استكبروا من قومه,2,7,75
surface,3,استمسك بالعروة الوثقى,استمسك بالعروة الوثقى,2,2,256
surface,3,استوى إلى السماء,استوى إلى السماء,2,2,29
surface,3,استيسر من الهدى,استيسر من الهدى,2,2,196
surface,3,اسكن أنت وزوجك,اسكن أنت وزوجك,2,2,35
surface,3,اسم الله عليها,اسم الله عليها,2,6,138
surface,3,اشتروا الضللة بالهدى,اشتروا الضللة بالهدى,2,2,16
surface,3,اشتملت عليه أرحام,اشتملت عليه أرحام,2,6,143
surface,3,اضرب بعصاك الحجر,اضرب بعصاك الحجر,2,2,60
surface,3,اعبدوا الله ربى,اعبدوا الله ربى,2,5,72
surface,3,اعبدوا الله واتقوه,اعبدوا الله واتقوه,2,29,16
surface,3,اعتدى بعد ذلك,اعتدى بعد ذلك,2,2,178
surface,3,اعلموا أن الله,اعلموا أن الله,2,5,98
surface,3,اغفر لى ولولدى,اغفر لى ولولدى,2,14,41
surface,3,افترىه بل هو,افترىه بل هو,2,21,5
surface,3,افترىه قل إن,افترىه قل إن,2,11,35
surface,3,افترىه قل فأتوا,افترىه قل فأتوا,2,10,38
surface,3,الءاخرة من الخسرين,الءاخرة من الخسرين,2,3,85
surface,3,الءاخرة من خلق,الءاخرة من خلق,2,2,102
surface,3,الءاخرة هم الأخسرون,الءاخرة هم الأخسرون,2,11,22
surface,3,الءاخر وعمل صلحا,الءاخر وعمل صلحا,2,2,62
surface,3,الءايت عند الله,الءايت عند الله,2,6,109
surface,3,الءايت لعلكم تتفكرون,الءايت لعلكم تتفكرون,2,2,219
surface,3,الءايت لعلكم تعقلون,الءايت لعلكم تعقلون,2,24,61
surface,3,الءايت والله عليم,الءايت والله عليم,2,24,18
surface,3,الأبرار لفى نعيم,الأبرار لفى نعيم,2,82,13
surface,3,الأحزاب من بينهم,الأحزاب من بينهم,2,19,37
surface,3,الأدبر ثم لا,الأدبر ثم لا,2,48,22
surface,3,الأرحام بعضهم أولى,الأرحام بعضهم أولى,2,8,75
surface,3,الأرض أم لهم,الأرض أم لهم,2,35,40
surface,3,الأرض إلا من,الأرض إلا من,2,27,87
surface,3,الأرض التى بركنا,الأرض التى بركنا,2,21,71
surface,3,الأرض بعد إصلحها,الأرض بعد إصلحها,2,7,56
surface,3,الأرض بما رحبت,الأرض بما رحبت,2,9,25
surface,3,الأرض جميعا ثم,الأرض جميعا ثم,2,2,29
surface,3,الأرض مستقر ومتع,الأرض مستقر ومتع,2,2,36
surface,3,الأرض من بعد,الأرض من بعد,2,7,100
surface,3,الأرض من بعدهم,الأرض من بعدهم,2,10,14
surface,3,الأرض ننقصها من,الأرض ننقصها من,2,13,41
surface,3,الأرض وإليه تحشرون,الأرض وإليه تحشرون,2,23,79
surface,3,الأرض وكان الله,الأرض وكان الله,2,4,126
surface,3,الأرض وكفى بالله,الأرض وكفى بالله,2,4,132
surface,3,الأرض ولا يصلحون,الأرض ولا يصلحون,2,26,152
surface,3,الأرض وما يخرج,الأرض وما يخرج,2,34,2
surface,3,الأرض وهو العزيز,الأرض وهو العزيز,2,59,1
surface,3,الأعرج حرج ولا,الأعرج حرج ولا,2,24,61
surface,3,الأعمى حرج ولا,الأعمى حرج ولا,2,24,61
surface,3,الأمثل نضربها للناس,الأمثل نضربها للناس,2,29,43
surface,3,الأنثيين أما اشتملت,الأنثيين أما اشتملت,2,6,143
surface,3,الأنعم إلا ما,الأنعم إلا ما,2,5,1
surface,3,الأنعم لعبرة نسقيكم,الأنعم لعبرة نسقيكم,2,16,66
surface,3,الأنهر تجرى من,الأنهر تجرى من,2,6,6
surface,3,الأنهر يحلون فيها,الأنهر يحلون فيها,2,18,31
surface,3,الأولى وما نحن,الأولى وما نحن,2,37,59
surface,3,الإنسن أعرض ونا,الإنسن أعرض ونا,2,17,83
surface,3,الإنسن أنا خلقنه,الإنسن أنا خلقنه,2,19,67
surface,3,الإنسن منا رحمة,الإنسن منا رحمة,2,11,9
surface,3,الإنسن من صلصل,الإنسن من صلصل,2,15,26
surface,3,الإنسن من نطفة,الإنسن من نطفة,2,16,4
surface,3,الإنس والجن على,الإنس والجن على,2,17,88
surface,3,البرق خوفا وطمعا,البرق خوفا وطمعا,2,13,12
surface,3,البطل وأن الله,البطل وأن الله,2,22,62
surface,3,البينت وأيدنه بروح,البينت وأيدنه بروح,2,2,87
surface,3,التوبة عن عباده,التوبة عن عباده,2,9,104
surface,3,التورىة والإنجيل وما,التورىة والإنجيل وما,2,5,66
surface,3,التى أنعمت على,التى أنعمت على,2,27,19
surface,3,التى قد خلت,التى قد خلت,2,40,85
surface,3,التى كنتم بها,التى كنتم بها,2,34,42
surface,3,التى كنتم توعدون,التى كنتم توعدون,2,36,63
surface,3,الثمرت رزقا لكم,الثمرت رزقا لكم,2,2,22
surface,3,الجنة التى وعد,الجنة التى وعد,2,13,35
surface,3,الجنة خلدين فيها,الجنة خلدين فيها,2,11,108
surface,3,الجنة والناس أجمعين,الجنة والناس أجمعين,2,11,119
surface,3,الجنة ولا يظلمون,الجنة ولا يظلمون,2,4,124
surface,3,الجن والإنس إنهم,الجن والإنس إنهم,2,41,25
surface,3,الجهر من القول,الجهر من القول,2,7,205
surface,3,الحرام وحيث ما,الحرام وحيث ما,2,2,144
surface,3,الحق مصدقا لما,الحق مصدقا لما,2,2,91
surface,3,الحق من ربكم,الحق من ربكم,2,10,108
surface,3,الحق من عندنا,الحق من عندنا,2,10,76
surface,3,الحق وأنتم تعلمون,الحق وأنتم تعلمون,2,2,42
surface,3,الحق وأن ما,الحق وأن ما,2,22,62
surface,3,الحق وبما كنتم,الحق وبما كنتم,2,40,75
surface,3,الحكم وإليه ترجعون,الحكم وإليه ترجعون,2,28,70
surface,3,الحواريون نحن أنصار,الحواريون نحن أنصار,2,3,52
surface,3,الحيوة الدنيا بالءاخرة,الحيوة الدنيا بالءاخرة,2,2,86
surface,3,الحيوة الدنيا على,الحيوة الدنيا على,2,14,3
surface,3,الحيوة الدنيا فاليوم,الحيوة الدنيا فاليوم,2,7,51
surface,3,الحيوة الدنيا فى,الحيوة الدنيا فى,2,9,38
surface,3,الحيوة الدنيا كماء,الحيوة الدنيا كماء,2,10,24
surface,3,الحيوة الدنيا لعب,الحيوة الدنيا لعب,2,47,36
surface,3,الحيوة الدنيا وهم,الحيوة الدنيا وهم,2,18,104
surface,3,الحيوة الدنيا ويوم,الحيوة الدنيا ويوم,2,2,85
surface,3,الخبيث من الطيب,الخبيث من الطيب,2,3,179
surface,3,الخسرين الذين خسروا,الخسرين الذين خسروا,2,39,15
surface,3,الدار إنه لا,الدار إنه لا,2,6,135
surface,3,الدعاء إذا ولوا,الدعاء إذا ولوا,2,27,80
surface,3,الدنيا إلا متع,الدنيا إلا متع,2,3,185
surface,3,الدنيا ثم إلينا,الدنيا ثم إلينا,2,10,23
surface,3,الدنيا حسنة وفى,الدنيا حسنة وفى,2,2,201
surface,3,الدنيا خزى ولهم,الدنيا خزى ولهم,2,2,114
surface,3,الدنيا على الءاخرة,الدنيا على الءاخرة,2,14,3
surface,3,الدنيا فعند الله,الدنيا فعند الله,2,4,94
surface,3,الدنيا فى الءاخرة,الدنيا فى الءاخرة,2,9,38
surface,3,الدنيا كماء أنزلنه,الدنيا كماء أنزلنه,2,10,24
surface,3,الدنيا لعب ولهو,الدنيا لعب ولهو,2,47,36
surface,3,الدنيا لعنة ويوم,الدنيا لعنة ويوم,2,11,60
surface,3,الدنيا نؤته منها,الدنيا نؤته منها,2,3,145
surface,3,الدنيا نموت ونحيا,الدنيا نموت ونحيا,2,23,37
surface,3,الدنيا وإنه فى,الدنيا وإنه فى,2,2,130
surface,3,الدنيا والءاخرة وأولئك,الدنيا والءاخرة وأولئك,2,2,217
surface,3,الدنيا وتزهق أنفسهم,الدنيا وتزهق أنفسهم,2,9,55
surface,3,الدنيا ولا يغرنكم,الدنيا ولا يغرنكم,2,31,33
surface,3,الدنيا ولهم فى,الدنيا ولهم فى,2,5,33
surface,3,الدواب عند الله,الدواب عند الله,2,8,22
surface,3,الدين القيم ولكن,الدين القيم ولكن,2,12,40
surface,3,الدين فلما نجىهم,الدين فلما نجىهم,2,29,65
surface,3,الدين كله ولو,الدين كله ولو,2,9,33
surface,3,الذكر إن كنتم,الذكر إن كنتم,2,16,43
surface,3,الذى ءامن يقوم,الذى ءامن يقوم,2,40,30
surface,3,الذى أرسل الريح,الذى أرسل الريح,2,25,48
surface,3,الذى أنتم به,الذى أنتم به,2,5,88
surface,3,الذى أوحينا إليك,الذى أوحينا إليك,2,13,30
surface,3,الذى جعلكم خلئف,الذى جعلكم خلئف,2,6,165
surface,3,الذى خلق سبع,الذى خلق سبع,2,65,12
surface,3,الذى ذرأكم فى,الذى ذرأكم فى,2,23,79
surface,3,الذى علمكم السحر,الذى علمكم السحر,2,20,71
surface,3,الذى عليه الحق,الذى عليه الحق,2,2,282
surface,3,الذى قيل لهم,الذى قيل لهم,2,2,59
surface,3,الذى كانوا يوعدون,الذى كانوا يوعدون,2,46,16
surface,3,الذى كنا نعمل,الذى كنا نعمل,2,7,53
surface,3,الذى هم فيه,الذى هم فيه,2,27,76
surface,3,الذى يرسل الريح,الذى يرسل الريح,2,7,57
surface,3,الذى يقرض الله,الذى يقرض الله,2,2,245
surface,3,الذين ءامنوا أن,الذين ءامنوا أن,2,10,2
surface,3,الذين ءامنوا أنفقوا,الذين ءامنوا أنفقوا,2,2,254
surface,3,الذين ءامنوا إنما,الذين ءامنوا إنما,2,5,90
surface,3,الذين ءامنوا قالوا,الذين ءامنوا قالوا,2,2,14
surface,3,الذين ءامنوا كتب,الذين ءامنوا كتب,2,2,178
surface,3,الذين ءامنوا من,الذين ءامنوا من,2,5,54
surface,3,الذين ءامنوا منكم,الذين ءامنوا منكم,2,24,55
surface,3,الذين ءامنوا وهاجروا,الذين ءامنوا وهاجروا,2,8,72
surface,3,الذين أخرجوا من,الذين أخرجوا من,2,22,40
surface,3,الذين أشركوا لو,الذين أشركوا لو,2,6,148
surface,3,الذين أنعم الله,الذين أنعم الله,2,4,69
surface,3,الذين إذا ذكر,الذين إذا ذكر,2,8,2
surface,3,الذين اتخذوا دينهم,الذين اتخذوا دينهم,2,6,70
surface,3,الذين اتخذوا من,الذين اتخذوا من,2,29,41
surface,3,الذين اختلفوا فيه,الذين اختلفوا فيه,2,4,157
surface,3,الذين استضعفوا للذين,الذين استضعفوا للذين,2,34,31
surface,3,الذين استكبروا إنا,الذين استكبروا إنا,2,7,76
surface,3,الذين استكبروا من,الذين استكبروا من,2,7,75
surface,3,الذين اشتروا الضللة,الذين اشتروا الضللة,2,2,16
surface,3,الذين تابوا وأصلحوا,الذين تابوا وأصلحوا,2,2,160
surface,3,الذين تتوفىهم الملئكة,الذين تتوفىهم الملئكة,2,16,28
surface,3,الذين تعبدون من,الذين تعبدون من,2,10,104
surface,3,الذين جهدوا منكم,الذين جهدوا منكم,2,3,142
surface,3,الذين حق عليهم,الذين حق عليهم,2,28,63
surface,3,الذين زعمتم من,الذين زعمتم من,2,17,56
surface,3,الذين صبروا وعلى,الذين صبروا وعلى,2,16,42
surface,3,الذين طبع الله,الذين طبع الله,2,16,108
surface,3,الذين ظلموا إنهم,الذين ظلموا إنهم,2,11,37
surface,3,الذين ظلموا الصيحة,الذين ظلموا الصيحة,2,11,67
surface,3,الذين عهدتم من,الذين عهدتم من,2,9,1
surface,3,الذين فرقوا دينهم,الذين فرقوا دينهم,2,6,159
surface,3,الذين قالوا إنا,الذين قالوا إنا,2,5,14
surface,3,الذين قالوا ربنا,الذين قالوا ربنا,2,41,30
surface,3,الذين كذبوا بايت,الذين كذبوا بايت,2,10,95
surface,3,الذين كذبوا بلقاء,الذين كذبوا بلقاء,2,6,31
surface,3,الذين كذبوا شعيبا,الذين كذبوا شعيبا,2,7,92
surface,3,الذين كذبوا على,الذين كذبوا على,2,11,18
surface,3,الذين كفروا أنهم,الذين كفروا أنهم,2,16,39
surface,3,الذين كفروا إلى,الذين كفروا إلى,2,3,55
surface,3,الذين كفروا الرعب,الذين كفروا الرعب,2,3,151
surface,3,الذين كفروا بايت,الذين كفروا بايت,2,3,4
surface,3,الذين كفروا على,الذين كفروا على,2,46,20
surface,3,الذين كفروا للحق,الذين كفروا للحق,2,34,43
surface,3,الذين كفروا هل,الذين كفروا هل,2,34,7
surface,3,الذين كفروا وكذبوا,الذين كفروا وكذبوا,2,23,33
surface,3,الذين كفروا وماتوا,الذين كفروا وماتوا,2,2,161
surface,3,الذين لا يجدون,الذين لا يجدون,2,9,91
surface,3,الذين لا يعقلون,الذين لا يعقلون,2,8,22
surface,3,الذين لعنهم الله,الذين لعنهم الله,2,4,52
surface,3,الذين من دونه,الذين من دونه,2,31,11
surface,3,الذين من قبلك,الذين من قبلك,2,39,65
surface,3,الذين هدى الله,الذين هدى الله,2,2,143
surface,3,الذين يؤمنون بالله,الذين يؤمنون بالله,2,9,44
surface,3,الذين يبخلون ويأمرون,الذين يبخلون ويأمرون,2,4,37
surface,3,الذين يحادون الله,الذين يحادون الله,2,58,5
surface,3,الذين يدعون ربهم,الذين يدعون ربهم,2,6,52
surface,3,الذين يسرعون فى,الذين يسرعون فى,2,3,176
surface,3,الذين يصدون عن,الذين يصدون عن,2,7,45
surface,3,الذين يظنون أنهم,الذين يظنون أنهم,2,2,46
surface,3,الذين يعملون الصلحت,الذين يعملون الصلحت,2,17,9
surface,3,الذين يقولون ربنا,الذين يقولون ربنا,2,3,16
surface,3,الذين يكتمون ما,الذين يكتمون ما,2,2,159
surface,3,الذين يلحدون فى,الذين يلحدون فى,2,7,180
surface,3,الرجال شهوة من,الرجال شهوة من,2,7,81
surface,3,الرجال والنساء والولدن,الرجال والنساء والولدن,2,4,75
surface,3,الرجس على الذين,الرجس على الذين,2,6,125
surface,3,الرسول من بعد,الرسول من بعد,2,4,115
surface,3,الرسول والذين ءامنوا,الرسول والذين ءامنوا,2,2,214
surface,3,الريح فتثير سحابا,الريح فتثير سحابا,2,30,48
surface,3,الزوجين الذكر والأنثى,الزوجين الذكر والأنثى,2,53,45
surface,3,الساعة أن تأتيهم,الساعة أن تأتيهم,2,43,66
surface,3,الساعة أيان مرسىها,الساعة أيان مرسىها,2,7,187
surface,3,الساعة قائمة ولئن,الساعة قائمة ولئن,2,18,36
surface,3,السبيل على الذين,السبيل على الذين,2,9,93
surface,3,السحت لبئس ما,السحت لبئس ما,2,5,62
surface,3,السماء الدنيا بمصبيح,السماء الدنيا بمصبيح,2,41,12
surface,3,السماء عليكم مدرارا,السماء عليكم مدرارا,2,11,52
surface,3,السماء فاختلط به,السماء فاختلط به,2,10,24
surface,3,السماء ماء بقدر,السماء ماء بقدر,2,23,18
surface,3,السماء ماء فأحيا,السماء ماء فأحيا,2,16,65
surface,3,السماء ماء فأخرج,السماء ماء فأخرج,2,2,22
surface,3,السماء ماء فأنبتنا,السماء ماء فأنبتنا,2,27,60
surface,3,السماء والأرض إن,السماء والأرض إن,2,22,70
surface,3,السماء وما يعرج,السماء وما يعرج,2,34,2
surface,3,السموت بغير عمد,السموت بغير عمد,2,13,2
surface,3,السموت والأرض إنه,السموت والأرض إنه,2,25,6
surface,3,السموت والأرض طوعا,السموت والأرض طوعا,2,3,83
surface,3,السموت والأرض لءايت,السموت والأرض لءايت,2,10,6
surface,3,السموت والأرض وأنزل,السموت والأرض وأنزل,2,14,32
surface,3,السموت والأرض وإلى,السموت والأرض وإلى,2,24,42
surface,3,السموت والأرض والذين,السموت والأرض والذين,2,29,52
surface,3,السموت والأرض ولا,السموت والأرض ولا,2,2,255
surface,3,السموت والأرض ولم,السموت والأرض ولم,2,25,2
surface,3,السموت والأرض ومن,السموت والأرض ومن,2,21,19
surface,3,السموت والأرض ويعلم,السموت والأرض ويعلم,2,27,25
surface,3,السموت والأرض يحى,السموت والأرض يحى,2,9,116
surface,3,السوء بجهلة ثم,السوء بجهلة ثم,2,4,17
surface,3,الشجرة فتكونا من,الشجرة فتكونا من,2,2,35
surface,3,الشيطن أعملهم فصدهم,الشيطن أعملهم فصدهم,2,27,24
surface,3,الشيطن إلا غرورا,الشيطن إلا غرورا,2,4,120
surface,3,الشيطن نزغ فاستعذ,الشيطن نزغ فاستعذ,2,7,200
surface,3,الصلحت أولئك لهم,الصلحت أولئك لهم,2,11,11
surface,3,الصلحت خير عند,الصلحت خير عند,2,18,46
surface,3,الصلحت سندخلهم جنت,الصلحت سندخلهم جنت,2,4,57
surface,3,الصلحت فيوفيهم أجورهم,الصلحت فيوفيهم أجورهم,2,3,57
surface,3,الصلحت لهم أجر,الصلحت لهم أجر,2,41,8
surface,3,الصلحت لهم جنت,الصلحت لهم جنت,2,31,8
surface,3,الصلحت وهو مؤمن,الصلحت وهو مؤمن,2,20,112
surface,3,الصلوة إن الصلوة,الصلوة إن الصلوة,2,4,103
surface,3,الصلوة وءاتى الزكوة,الصلوة وءاتى الزكوة,2,2,177
surface,3,الصلوة وأنفقوا مما,الصلوة وأنفقوا مما,2,13,22
surface,3,الصلوة وإيتاء الزكوة,الصلوة وإيتاء الزكوة,2,21,73
surface,3,الصيحة فأصبحوا فى,الصيحة فأصبحوا فى,2,11,67
surface,3,الصيد وأنتم حرم,الصيد وأنتم حرم,2,5,1
surface,3,الضعفؤا للذين استكبروا,الضعفؤا للذين استكبروا,2,14,21
surface,3,الطور خذوا ما,الطور خذوا ما,2,2,63
surface,3,الطيبت وفضلنهم على,الطيبت وفضلنهم على,2,17,70
surface,3,الطين كهية الطير,الطين كهية الطير,2,3,49
surface,3,الظلمون إن تتبعون,الظلمون إن تتبعون,2,17,47
surface,3,الظلمين لهم عذاب,الظلمين لهم عذاب,2,14,22
surface,3,الظن لا يغنى,الظن لا يغنى,2,10,36
surface,3,الظن وإن هم,الظن وإن هم,2,6,116
surface,3,العبد إنه أواب,العبد إنه أواب,2,38,30
surface,3,العجل من بعده,العجل من بعده,2,2,51
surface,3,العرش عما يصفون,العرش عما يصفون,2,21,22
surface,3,العزة لله جميعا,العزة لله جميعا,2,4,139
surface,3,العقاب وإنه لغفور,العقاب وإنه لغفور,2,6,165
surface,3,العلم إن ربك,العلم إن ربك,2,10,93
surface,3,العلم عند الله,العلم عند الله,2,46,23
surface,3,العلم ما لك,العلم ما لك,2,2,120
surface,3,العمى عن ضللتهم,العمى عن ضللتهم,2,27,81
surface,3,الغائط أو لمستم,الغائط أو لمستم,2,4,43
surface,3,الغيب فهم يكتبون,الغيب فهم يكتبون,2,52,41
surface,3,الغيب نوحيه إليك,الغيب نوحيه إليك,2,3,44
surface,3,الغيب والشهدة العزيز,الغيب والشهدة العزيز,2,32,6
surface,3,الغيب ولا أقول,الغيب ولا أقول,2,6,50
surface,3,الفحشة ما سبقكم,الفحشة ما سبقكم,2,7,80
surface,3,الفساد فى الأرض,الفساد فى الأرض,2,11,116
surface,3,الفضل بيد الله,الفضل بيد الله,2,3,73
surface,3,الفلك بأعيننا ووحينا,الفلك بأعيننا ووحينا,2,11,37
surface,3,الفوحش ما ظهر,الفوحش ما ظهر,2,6,151
surface,3,القاهر فوق عباده,القاهر فوق عباده,2,6,18
surface,3,القربى حقه والمسكين,القربى حقه والمسكين,2,17,26
surface,3,القرون من قبلكم,القرون من قبلكم,2,10,13
surface,3,القرون يمشون فى,القرون يمشون فى,2,20,128
surface,3,القرى أن يأتيهم,القرى أن يأتيهم,2,7,97
surface,3,القرى بظلم وأهلها,القرى بظلم وأهلها,2,6,131
surface,3,القرى ومن حولها,القرى ومن حولها,2,6,92
surface,3,القرية التى كانت,القرية التى كانت,2,7,163
surface,3,القول فى أمم,القول فى أمم,2,41,25
surface,3,القيمة ألا إن,القيمة ألا إن,2,11,60
surface,3,القيمة من إله,القيمة من إله,2,28,71
surface,3,القيمة ولا يزكيهم,القيمة ولا يزكيهم,2,2,174
surface,3,القيم ولكن أكثر,القيم ولكن أكثر,2,12,40
surface,3,الكتب إلا من,الكتب إلا من,2,3,19
surface,3,الكتب بالحق مصدقا,الكتب بالحق مصدقا,2,3,3
surface,3,الكتب فاختلف فيه,الكتب فاختلف فيه,2,11,110
surface,3,الكتب قد جاءكم,الكتب قد جاءكم,2,5,15
surface,3,الكتب لا تغلوا,الكتب لا تغلوا,2,4,171
surface,3,الكتب لم تكفرون,الكتب لم تكفرون,2,3,70
surface,3,الكتب والحكمة وإن,الكتب والحكمة وإن,2,3,164
surface,3,الكتب والحكمة والتورىة,الكتب والحكمة والتورىة,2,3,48
surface,3,الكتب يعرفونه كما,الكتب يعرفونه كما,2,2,146
surface,3,الكذب لا يفلحون,الكذب لا يفلحون,2,10,69
surface,3,الكفار والمنفقين واغلظ,الكفار والمنفقين واغلظ,2,9,73
surface,3,الكلم عن مواضعه,الكلم عن مواضعه,2,4,46
surface,3,اللعنة ولهم سوء,اللعنة ولهم سوء,2,13,25
surface,3,الله أحسن ما,الله أحسن ما,2,9,121
surface,3,الله أرونى ماذا,الله أرونى ماذا,2,35,40
surface,3,الله ألا إن,الله ألا إن,2,2,214
surface,3,الله أمرا كان,الله أمرا كان,2,8,42
surface,3,الله أنى يؤفكون,الله أنى يؤفكون,2,9,30
surface,3,الله أولئك هم,الله أولئك هم,2,39,63
surface,3,الله إلا القوم,الله إلا القوم,2,7,99
surface,3,الله إلا بشرى,الله إلا بشرى,2,3,126
surface,3,الله إن فى,الله إن فى,2,14,5
surface,3,الله إنه لا,الله إنه لا,2,12,87
surface,3,الله إنه هو,الله إنه هو,2,8,61
surface,3,الله إنى أخاف,الله إنى أخاف,2,11,26
surface,3,الله إنى لكم,الله إنى لكم,2,44,18
surface,3,الله التى قد,الله التى قد,2,40,85
surface,3,الله الذى أنتم,الله الذى أنتم,2,5,88
surface,3,الله الذى إليه,الله الذى إليه,2,5,96
surface,3,الله الذى خلقكم,الله الذى خلقكم,2,30,40
surface,3,الله الذى له,الله الذى له,2,14,2
surface,3,الله الذين جهدوا,الله الذين جهدوا,2,3,142
surface,3,الله الرحمن الرحيم,الله الرحمن الرحيم,2,1,1
surface,3,الله الكذب لا,الله الكذب لا,2,10,69
surface,3,الله الكذب وهم,الله الكذب وهم,2,3,75
surface,3,الله الملك الحق,الله الملك الحق,2,20,114
surface,3,الله المنفقين والمنفقت,الله المنفقين والمنفقت,2,9,68
surface,3,الله الناس بعضهم,الله الناس بعضهم,2,2,251
surface,3,الله بأمولهم وأنفسهم,الله بأمولهم وأنفسهم,2,4,95
surface,3,الله باللغو فى,الله باللغو فى,2,2,225
surface,3,الله بالناس لرءوف,الله بالناس لرءوف,2,2,143
surface,3,الله بضر فلا,الله بضر فلا,2,6,17
surface,3,الله بغير سلطن,الله بغير سلطن,2,40,35
surface,3,الله بهذا مثلا,الله بهذا مثلا,2,2,26
surface,3,الله به فمن,الله به فمن,2,6,145
surface,3,الله توكلنا ربنا,الله توكلنا ربنا,2,7,89
surface,3,الله ثم استقموا,الله ثم استقموا,2,41,30
surface,3,الله ثواب الدنيا,الله ثواب الدنيا,2,3,148
surface,3,الله حق فلا,الله حق فلا,2,31,33
surface,3,الله حق ولكن,الله حق ولكن,2,10,55
surface,3,الله حللا طيبا,الله حللا طيبا,2,5,88
surface,3,الله خلق كل,الله خلق كل,2,13,16
surface,3,الله خير وأبقى,الله خير وأبقى,2,28,60
surface,3,الله ذلك بأنهم,الله ذلك بأنهم,2,2,61
surface,3,الله ذلك هو,الله ذلك هو,2,10,64
surface,3,الله ربكم لا,الله ربكم لا,2,6,102
surface,3,الله ربكم له,الله ربكم له,2,35,13
surface,3,الله ربه ولا,الله ربه ولا,2,2,282
surface,3,الله سخر لكم,الله سخر لكم,2,22,65
surface,3,الله سكينته على,الله سكينته على,2,9,26
surface,3,الله شيا أولئك,الله شيا أولئك,2,5,41
surface,3,الله شيا إن,الله شيا إن,2,5,17
surface,3,الله شيا وأولئك,الله شيا وأولئك,2,3,10
surface,3,الله على الظلمين,الله على الظلمين,2,7,44
surface,3,الله على المؤمنين,الله على المؤمنين,2,3,164
surface,3,الله على قلوب,الله على قلوب,2,7,101
surface,3,الله عليم خبير,الله عليم خبير,2,31,34
surface,3,الله عليه إن,الله عليه إن,2,6,118
surface,3,الله عما يصفون,الله عما يصفون,2,23,91
surface,3,الله عملكم ورسوله,الله عملكم ورسوله,2,9,94
surface,3,الله عن الذين,الله عن الذين,2,60,8
surface,3,الله عنده أجر,الله عنده أجر,2,8,28
surface,3,الله غفور حليم,الله غفور حليم,2,2,235
surface,3,الله غنى حميد,الله غنى حميد,2,2,267
surface,3,الله فأنى يؤفكون,الله فأنى يؤفكون,2,29,61
surface,3,الله فإن تولوا,الله فإن تولوا,2,3,64
surface,3,الله فهو المهتد,الله فهو المهتد,2,17,97
surface,3,الله فى أيام,الله فى أيام,2,2,203
surface,3,الله فى الدنيا,الله فى الدنيا,2,22,15
surface,3,الله فى الذين,الله فى الذين,2,33,38
surface,3,الله فى السموت,الله فى السموت,2,6,3
surface,3,الله فى رحمته,الله فى رحمته,2,9,99
surface,3,الله قال الحواريون,الله قال الحواريون,2,3,52
surface,3,الله قالوا بل,الله قالوا بل,2,2,170
surface,3,الله قالوا ضلوا,الله قالوا ضلوا,2,7,37
surface,3,الله قد ضلوا,الله قد ضلوا,2,4,167
surface,3,الله قل الحمد,الله قل الحمد,2,29,63
surface,3,الله قوى عزيز,الله قوى عزيز,2,57,25
surface,3,الله قيما وقعودا,الله قيما وقعودا,2,3,191
surface,3,الله كان بكل,الله كان بكل,2,4,32
surface,3,الله كان عفوا,الله كان عفوا,2,4,43
surface,3,الله كثيرا لعلكم,الله كثيرا لعلكم,2,8,45
surface,3,الله لا تحصوها,الله لا تحصوها,2,14,34
surface,3,الله لا يظلم,الله لا يظلم,2,4,40
surface,3,الله لا يغفر,الله لا يغفر,2,4,48
surface,3,الله لا يملكون,الله لا يملكون,2,29,17
surface,3,الله لجعلكم أمة,الله لجعلكم أمة,2,5,48
surface,3,الله لطيف خبير,الله لطيف خبير,2,22,63
surface,3,الله لعفو غفور,الله لعفو غفور,2,22,60
surface,3,الله لعلكم ترحمون,الله لعلكم ترحمون,2,27,46
surface,3,الله لقوى عزيز,الله لقوى عزيز,2,22,40
surface,3,الله لكم ءاية,الله لكم ءاية,2,7,73
surface,3,الله لكم ولا,الله لكم ولا,2,5,21
surface,3,الله لهم عذابا,الله لهم عذابا,2,58,15
surface,3,الله ليس بظلم,الله ليس بظلم,2,8,51
surface,3,الله ليغفر لهم,الله ليغفر لهم,2,4,137
surface,3,الله ما فى,الله ما فى,2,3,154
surface,3,الله ما لم,الله ما لم,2,22,71
surface,3,الله مثلا للذين,الله مثلا للذين,2,66,10
surface,3,الله مخلصا له,الله مخلصا له,2,39,2
surface,3,الله مرجعكم جميعا,الله مرجعكم جميعا,2,5,48
surface,3,الله مصدق لما,الله مصدق لما,2,2,89
surface,3,الله مع الصبرين,الله مع الصبرين,2,2,153
surface,3,الله مغانم كثيرة,الله مغانم كثيرة,2,4,94
surface,3,الله من أولياء,الله من أولياء,2,11,20
surface,3,الله من السماء,الله من السماء,2,2,164
surface,3,الله من عاصم,الله من عاصم,2,10,27
surface,3,الله من واق,الله من واق,2,13,34
surface,3,الله من يشاء,الله من يشاء,2,14,4
surface,3,الله من ينصره,الله من ينصره,2,22,40
surface,3,الله مولىهم الحق,الله مولىهم الحق,2,6,62
surface,3,الله نفسا إلا,الله نفسا إلا,2,2,286
surface,3,الله هو التواب,الله هو التواب,2,9,104
surface,3,الله هو العلى,الله هو العلى,2,22,62
